Full_Tag,Yield_Count
Mnemosyne::First_Aid::Gastrointestinal::Embryology::Hypertrophic_Pyloric_Stenosis,2
Mnemosyne::First_Aid::Microbiology::Systems::Red_Rashes_Of_Childhood,2
Mnemosyne::First_Aid::Endocrine::Pharmacology::Diabetes_Mellitus_Therapy,2
Mnemosyne::First_Aid::Hematology_And_Oncology::Pathology::Macrocytic_Anemias,2
Mnemosyne::First_Aid::Gastrointestinal::Pathology::Gastritis,2
Mnemosyne::First_Aid::Biochemistry::Genetics::Population_Genetics,2
"Mnemosyne::First_Aid::Biochemistry::Metabolism::Gluconeogenesis,_Irreversible_Enzymes",2
Mnemosyne::First_Aid::Microbiology::Clinical_Bacteriology::Tuberculosis,2
Mnemosyne::First_Aid::Pharmacology::Toxicities_And_Side_Effects::Sulfa_Drugs,2
"Mnemosyne::First_Aid::Musculoskeletal,_Skin,_And_Connective_Tissue::Dermatology::Skin_Infections",2
Mnemosyne::First_Aid::Endocrine::Physiology::Prolactin,2
Mnemosyne::First_Aid::Renal::Pathology::Acute_Tubular_Necrosis,2
Mnemosyne::First_Aid::Cardiovascular::Embryology::Fetal-Postnatal_Derivatives,2
Mnemosyne::First_Aid::Hematology_And_Oncology::Pathology::Myelodysplastic_Syndromes,2
Mnemosyne::First_Aid::Microbiology::Clinical_Bacteriology::Syphilis,2
Mnemosyne::First_Aid::Endocrine::Physiology::Glucagon,2
Mnemosyne::First_Aid::Reproductive::Anatomy::Female_Reproductive_Anatomy,2
Mnemosyne::First_Aid::Respiratory::Pathology::Pneumonia,2
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Anatomy_And_Physiology::Astrocytes,2
Mnemosyne::First_Aid::Renal::Pathology::Renal_Cell_Carcinoma,2
Mnemosyne::First_Aid::Biochemistry::Metabolism::Enzyme_Terminology,2
Mnemosyne::First_Aid::Public_Health_Sciences::Communication_Skills::Establishing_Rapport,2
Mnemosyne::First_Aid::Pathology::Neoplasia::Hallmarks_Of_Cancer,2
Mnemosyne::First_Aid::Microbiology::Antimicrobials::Antiprotozoal_Therapy,2
Mnemosyne::First_Aid::Reproductive::Physiology::Tanner_Stages_Of_Sexual_Development,2
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Anatomy_And_Physiology::Neurons,2
Mnemosyne::First_Aid::Cardiovascular::Pathology::High-Output_Heart_Failure,2
Mnemosyne::First_Aid::Reproductive::Physiology::Progesterone,2
Mnemosyne::First_Aid::Psychiatry::Pathology::Major_Depressive_Disorder,2
Mnemosyne::First_Aid::Gastrointestinal::Pathology::Inflammatory_Bowel_Diseases,2
"Mnemosyne::First_Aid::Musculoskeletal,_Skin,_And_Connective_Tissue::Pathology::Childhood_Musculoskeletal_Conditions",2
Mnemosyne::First_Aid::Immunology::Immune_Responses::Vaccination,2
Mnemosyne::First_Aid::Respiratory::Pathology::Acute_Respiratory_Distress_Syndrome,2
Mnemosyne::First_Aid::Psychiatry::Psychology::Transference_And_Countertransference,1
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Otology::Diagnosing_Hearing_Loss,1
Mnemosyne::First_Aid::Biochemistry::Nutrition::Vitamin_A,1
Mnemosyne::First_Aid::Microbiology::Basic_Bacteriology::Catalase-Positive_Organisms,1
Mnemosyne::First_Aid::Microbiology::Clinical_Bacteriology::Spirochetes,1
Mnemosyne::First_Aid::Biochemistry::Laboratory_Techniques::Molecular_Cloning,1
Mnemosyne::First_Aid::Gastrointestinal::Anatomy::Liver_Tissue_Architecture,1
Mnemosyne::First_Aid::Gastrointestinal::Pathology::Intussusception,1
Mnemosyne::First_Aid::Hematology_And_Oncology::Physiology::Hemoglobin_Electrophoresis,1
Mnemosyne::First_Aid::Psychiatry::Pathology::Obsessive-Compulsive_Disorders,1
Mnemosyne::First_Aid::Biochemistry::Molecular::Purine_Salvage_Deficiencies,1
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Pharmacology::Insomnia_Therapy,1
Mnemosyne::First_Aid::Endocrine::Physiology::Parathyroid_Hormone,1
Mnemosyne::First_Aid::Hematology_And_Oncology::Pharmacology::Antimetabolites,1
Mnemosyne::First_Aid::Respiratory::Physiology::Lung_Volumes_And_Capacities,1
Mnemosyne::First_Aid::Pathology::Inflammation::Acute_Phase_Reactants,1
Mnemosyne::First_Aid::Renal::Embryology::Horseshoe_Kidney,1
Mnemosyne::First_Aid::Hematology_And_Oncology::Anatomy::T_Cells,1
Mnemosyne::First_Aid::Respiratory::Pharmacology::H1-Blockers,1
Mnemosyne::First_Aid::Gastrointestinal::Pharmacology::Orlistat,1
Mnemosyne::First_Aid::Reproductive::Pathology::Placental_Disorders,1
Mnemosyne::First_Aid::Reproductive::Pathology::Breast_Pathology,1
Mnemosyne::First_Aid::Respiratory::Physiology::Cyanide_Versus_Carbon_Monoxide_Poisoning,1
Mnemosyne::First_Aid::Microbiology::Virology::Prions,1
Mnemosyne::First_Aid::Endocrine::Physiology::Appetite_Regulation,1
Mnemosyne::First_Aid::Pharmacology::Autonomic_Drugs::G-Protein–Linked_Second_Messengers,1
Mnemosyne::First_Aid::Biochemistry::Genetics::Hardy-Weinberg_Principle,1
Mnemosyne::First_Aid::Psychiatry::Pathology::Sexual_Dysfunction,1
Mnemosyne::First_Aid::Biochemistry::Genetics::Disorders_Of_Imprinting,1
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Anatomy_And_Physiology::Landmark_Dermatomes,1
Mnemosyne::First_Aid::Reproductive::Embryology::Orofacial_Clefts,1
Mnemosyne::First_Aid::Hematology_And_Oncology::Embryology::Blood_Groups,1
Mnemosyne::First_Aid::Public_Health_Sciences::Healthcare_Delivery::Palliative_Care,1
Mnemosyne::First_Aid::Respiratory::Pathology::Superior_Vena_Cava_Syndrome,1
Mnemosyne::First_Aid::Microbiology::Basic_Bacteriology::Bacterial_Genetics,1
Mnemosyne::First_Aid::Endocrine::Pathology::Syndrome_Of_Inappropriate_Antidiuretic_Hormone_Secretion,1
Mnemosyne::First_Aid::Reproductive::Physiology::Menopause,1
Mnemosyne::First_Aid::Respiratory::Pathology::Atelectasis,1
"Mnemosyne::First_Aid::Musculoskeletal,_Skin,_And_Connective_Tissue::Pathology::Osteoporosis",1
Mnemosyne::First_Aid::Gastrointestinal::Pathology::Wilson_Disease,1
Mnemosyne::First_Aid::Respiratory::Physiology::Response_To_Exercise,1
Mnemosyne::First_Aid::Cardiovascular::Physiology::Autoregulation,1
Mnemosyne::First_Aid::Microbiology::Clinical_Bacteriology::Corynebacterium_Diphtheriae,1
Mnemosyne::First_Aid::Reproductive::Embryology::Pharyngeal_Pouch_Derivatives,1
Mnemosyne::First_Aid::Reproductive::Pharmacology::Antiandrogens,1
Mnemosyne::First_Aid::Microbiology::Parasitology::Parasite_Hints,1
Mnemosyne::First_Aid::Cardiovascular::Pathology::Myocarditis,1
Mnemosyne::First_Aid::Cardiovascular::Physiology::Atrial_Natriuretic_Peptide,1
Mnemosyne::First_Aid::Respiratory::Embryology::Neonatal_Respiratory_Distress_Syndrome,1
Mnemosyne::First_Aid::Endocrine::Pathology::Hypoparathyroidism,1
Mnemosyne::First_Aid::Microbiology::Virology::Viral_Genetics,1
Mnemosyne::First_Aid::Public_Health_Sciences::Ethics::Confidentiality,1
Mnemosyne::First_Aid::Biochemistry::Genetics::Cystic_Fibrosis,1
Mnemosyne::First_Aid::Microbiology::Antimicrobials::Metronidazole,1
Mnemosyne::First_Aid::Gastrointestinal::Physiology::Carbohydrate_Absorption,1
Mnemosyne::First_Aid::Renal::Pathology::Renal_Cyst_Disorders,1
Mnemosyne::First_Aid::Respiratory::Pharmacology::Asthma_Drugs,1
Mnemosyne::First_Aid::Pharmacology::Autonomic_Drugs::Physiologic_Effects_Of_Sympathomimetics,1
Mnemosyne::First_Aid::Hematology_And_Oncology::Pharmacology::Alkylating_Agents,1
Mnemosyne::First_Aid::Pharmacology::Toxicities_And_Side_Effects::Drug_Reactions—Endocrine/Reproductive,1
Mnemosyne::First_Aid::Biochemistry::Cellular::Collagen_Synthesis_And_Structure,1
Mnemosyne::First_Aid::Gastrointestinal::Anatomy::Myopectineal_Orifice,1
Mnemosyne::First_Aid::Microbiology::Clinical_Bacteriology::Bacillus_Anthracis,1
Mnemosyne::First_Aid::Cardiovascular::Pathology::Hyperlipidemia_Signs,1
Mnemosyne::First_Aid::Biochemistry::Nutrition::Essential_Fatty_Acids,1
Mnemosyne::First_Aid::Respiratory::Pharmacology::Pseudoephedrine_&_Phenylephrine,1
Mnemosyne::First_Aid::Pharmacology::Autonomic_Drugs::Tissue_Distribution_Of_Adrenergic_Receptors,1
Mnemosyne::First_Aid::Cardiovascular::Physiology::Normal_Resting_Cardiac_Pressures,1
Mnemosyne::First_Aid::Endocrine::Pathology::Diagnosing_Parathyroid_Disease,1
Mnemosyne::First_Aid::Biochemistry::Metabolism::Activated_Carriers,1
Mnemosyne::First_Aid::Respiratory::Physiology::Hemoglobin,1
Mnemosyne::First_Aid::Respiratory::Physiology::Oxyhemoglobin_Dissociation_Curve,1
Mnemosyne::First_Aid::Endocrine::Pathology::Type_1_Versus_Type_2_Diabetes_Mellitus,1
Mnemosyne::First_Aid::Gastrointestinal::Pathology::α1-Antitrypsin_Deficiency,1
Mnemosyne::First_Aid::Respiratory::Pharmacology::Pulmonary_Hypertension_Drugs,1
Mnemosyne::First_Aid::Renal::Physiology::Kidney_Hormone_Functions,1
Mnemosyne::First_Aid::Renal::Physiology::Hormones_Acting_On_Kidney,1
"Mnemosyne::First_Aid::Biochemistry::Metabolism::Glycolysis_Regulation,_Key_Enzymes",1
Mnemosyne::First_Aid::Reproductive::Pathology::Vulvar_Pathology,1
Mnemosyne::First_Aid::Biochemistry::Metabolism::Urea_Cycle,1
Mnemosyne::First_Aid::Gastrointestinal::Pathology::Reye_Syndrome,1
Mnemosyne::First_Aid::Microbiology::Basic_Bacteriology::Bacterial_Virulence_Factors,1
Mnemosyne::First_Aid::Microbiology::Parasitology::Protozoa-CNS_Infections,1
Mnemosyne::First_Aid::Microbiology::Clinical_Bacteriology::Zoonotic_Bacteria,1
Mnemosyne::First_Aid::Hematology_And_Oncology::Pathology::Non-Hodgkin_Lymphoma,1
Mnemosyne::First_Aid::Pharmacology::Autonomic_Drugs::Anticholinesterase_Poisoning,1
Mnemosyne::First_Aid::Psychiatry::Pathology::Personality_Disorders,1
Mnemosyne::First_Aid::Microbiology::Mycology::Pneumocystis_Jirovecii,1
Mnemosyne::First_Aid::Reproductive::Pathology::Cryptorchidism,1
Mnemosyne::First_Aid::Reproductive::Pathology::Testicular_Tumors,1
Mnemosyne::First_Aid::Biochemistry::Molecular::Posttranslational_Modifications,1
Mnemosyne::First_Aid::Biochemistry::Nutrition::Vitamin_K,1
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Anatomy_And_Physiology::Blood-Brain_Barrier,1
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Pharmacology::Carbidopa/Levodopa,1
Mnemosyne::First_Aid::Microbiology::Antimicrobials::Sulfonamides,1
Mnemosyne::First_Aid::Endocrine::Pathology::Hypoglycemia_In_Diabetes_Mellitus,1
"Mnemosyne::First_Aid::Musculoskeletal,_Skin,_And_Connective_Tissue::Anatomy_And_Physiology::Arm_Abduction",1
"Mnemosyne::First_Aid::Musculoskeletal,_Skin,_And_Connective_Tissue::Anatomy_And_Physiology::Rotator_Cuff_Muscles",1
Mnemosyne::First_Aid::Public_Health_Sciences::Communication_Skills::Challenging_Patient_And_Ethical_Scenarios,1
Mnemosyne::First_Aid::Renal::Pharmacology::Diuretics_Site_Of_Action,1
Mnemosyne::First_Aid::Immunology::Cellular_Components::Functions_Of_Natural_Killer_Cells,1
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Embryology::Neural_Tube_Defects,1
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Embryology::Brain_Malformations,1
Mnemosyne::First_Aid::Reproductive::Embryology::Amniotic_Fluid,1
"Mnemosyne::First_Aid::Musculoskeletal,_Skin,_And_Connective_Tissue::Pathology::Gout",1
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Anatomy_And_Physiology::Cerebellum,1
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Ophthalmology::Visual_Field_Defects,1
Mnemosyne::First_Aid::Cardiovascular::Physiology::Cardiac_Output_Equations,1
"Mnemosyne::First_Aid::Musculoskeletal,_Skin,_And_Connective_Tissue::Dermatology::Burn_Classification",1
Mnemosyne::First_Aid::Gastrointestinal::Pharmacology::Loperamide_And_Diphenoxylate,1
Mnemosyne::First_Aid::Endocrine::Pathology::Adrenal_Insufficiency,1
Mnemosyne::First_Aid::Immunology::Cellular_Components::Macrophage-Lymphocyte_Interaction,1
Mnemosyne::First_Aid::Reproductive::Embryology::Embryologic_Derivatives,1
Mnemosyne::First_Aid::Microbiology::Clinical_Bacteriology::Vibrio_Cholerae,1
Mnemosyne::First_Aid::Psychiatry::Psychology::Ego_Defenses,1
Mnemosyne::First_Aid::Pharmacology::Toxicities_And_Side_Effects::Drug_Reactions—Musculoskeletal/Skin/Connective_Tissue,1
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Pathology::Hydrocephalus,1
Mnemosyne::First_Aid::Microbiology::Antimicrobials::Macrolides,1
Mnemosyne::First_Aid::Gastrointestinal::Pathology::Malrotation,1
Mnemosyne::First_Aid::Microbiology::Systems::Bugs_Causing_Diarrhea,1
Mnemosyne::First_Aid::Microbiology::Clinical_Bacteriology::Yersinia_Enterocolitica,1
"Mnemosyne::First_Aid::Musculoskeletal,_Skin,_And_Connective_Tissue::Pharmacology::Arachidonic_Acid_Pathways",1
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Pharmacology::Malignant_Hyperthermia,1
Mnemosyne::First_Aid::Renal::Pharmacology::Acetazolamide,1
Mnemosyne::First_Aid::Renal::Pathology::Nephrotic_Syndrome,1
Mnemosyne::First_Aid::Biochemistry::Cellular::Ehlers-Danlos_Syndrome,1
Mnemosyne::First_Aid::Pharmacology::Autonomic_Drugs::Phosphodiesterase_Inhibitors,1
Mnemosyne::First_Aid::Pathology::Neoplasia::Important_Immunohistochemical_Stains,1
Mnemosyne::First_Aid::Renal::Pharmacology::Loop_Diuretics,1
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Pathology::Aneurysms,1
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Ophthalmology::Retinoblastoma,1
Mnemosyne::First_Aid::Biochemistry::Genetics::Mitochondrial_Diseases,1
Mnemosyne::First_Aid::Psychiatry::Pathology::Transtheoretical_Model_Of_Change,1
Mnemosyne::First_Aid::Reproductive::Pathology::Varicocele,1
"Mnemosyne::First_Aid::Musculoskeletal,_Skin,_And_Connective_Tissue::Pharmacology::TNF-α_Inhibitors",1
Mnemosyne::First_Aid::Reproductive::Pathology::Polycystic_Ovarian_Syndrome,1
Mnemosyne::First_Aid::Endocrine::Pharmacology::Levothyroxine_And_Liothyronine,1
Mnemosyne::First_Aid::Endocrine::Pathology::Hypothyroidism_Versus_Hyperthyroidism,1
Mnemosyne::First_Aid::Biochemistry::Nutrition::Vitamins:_Fat_Soluble,1
Mnemosyne::First_Aid::Biochemistry::Nutrition::Vitamin_E,1
Mnemosyne::First_Aid::Pathology::Inflammation::Chronic_Inflammation,1
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Anatomy_And_Physiology::Schwann_Cells,1
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Anatomy_And_Physiology::Oligodendrocytes,1
Mnemosyne::First_Aid::Biochemistry::Cellular::Cytoskeletal_Elements,1
Mnemosyne::First_Aid::Microbiology::Antimicrobials::Antihelminthic_Therapy,1
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Anatomy_And_Physiology::Brainstem_Cross_Sections,1
Mnemosyne::First_Aid::Microbiology::Systems::Healthcare-Associated_Infections,1
Mnemosyne::First_Aid::Microbiology::Clinical_Bacteriology::Enterococci,1
Mnemosyne::First_Aid::Microbiology::Clinical_Bacteriology::Gram-Positive_Lab_Algorithm,1
Mnemosyne::First_Aid::Microbiology::Antimicrobials::Vancomycin,1
Mnemosyne::First_Aid::Microbiology::Antimicrobials::Antimicrobial_Therapy,1
Mnemosyne::First_Aid::Respiratory::Pathology::Physical_Findings_In_Select_Lung_Diseases,1
Mnemosyne::First_Aid::Microbiology::Antimicrobials::Anti-Mite/Louse_Therapy,1
Mnemosyne::First_Aid::Immunology::Cellular_Components::Major_Functions_Of_B_And_T_Cells,1
Mnemosyne::First_Aid::Reproductive::Embryology::Important_Genes_Of_Embryogenesis,1
Mnemosyne::First_Aid::Gastrointestinal::Physiology::Peyer_Patches,1
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Pathology::Fever_Versus_Heat_Stroke,1
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Pathology::Intracranial_Hemorrhage,1
"Mnemosyne::First_Aid::Musculoskeletal,_Skin,_And_Connective_Tissue::Pathology::Osteomalacia/Rickets",1
Mnemosyne::First_Aid::Psychiatry::Pathology::Manic_Episode,1
Mnemosyne::First_Aid::Reproductive::Embryology::Neonatal_Abstinence_Syndrome,1
Mnemosyne::First_Aid::Hematology_And_Oncology::Pharmacology::Heparin_Versus_Warfarin,1
Mnemosyne::First_Aid::Biochemistry::Genetics::X-Linked_Recessive_Diseases,1
Mnemosyne::First_Aid::Biochemistry::Genetics::Trinucleotide_Repeat_Expansion_Diseases,1
Mnemosyne::First_Aid::Biochemistry::Genetics::Fragile_X_Syndrome,1
Mnemosyne::First_Aid::Gastrointestinal::Pathology::Appendicitis,1
Mnemosyne::First_Aid::Gastrointestinal::Pathology::Jaundice,1
Mnemosyne::First_Aid::Respiratory::Physiology::Methemoglobin,1
Mnemosyne::First_Aid::Psychiatry::Pharmacology::Pharmacotherapies_For_Smoking_Cessation,1
Mnemosyne::First_Aid::Cardiovascular::Physiology::B-Type_(Brain)_Natriuretic_Peptide,1
Mnemosyne::First_Aid::Renal::Pathology::Casts_In_Urine,1
Mnemosyne::First_Aid::Immunology::Lymphoid_Structures::Lymph_Node,1
Mnemosyne::First_Aid::Gastrointestinal::Physiology::Gastrointestinal_Regulatory_Substances,1
"Mnemosyne::First_Aid::Musculoskeletal,_Skin,_And_Connective_Tissue::Pathology::Psoas_Abscess",1
Mnemosyne::First_Aid::Microbiology::Virology::Influenza_Viruses,1
Mnemosyne::First_Aid::Microbiology::Clinical_Bacteriology::Salmonella_Versus_Shigella,1
Mnemosyne::First_Aid::Renal::Pathology::Acute_Cystitis,1
Mnemosyne::First_Aid::Gastrointestinal::Pathology::Colonic_Polyps,1
Mnemosyne::First_Aid::Gastrointestinal::Pathology::Polyposis_Syndromes,1
Mnemosyne::First_Aid::Renal::Pathology::Renal_Papillary_Necrosis,1
Mnemosyne::First_Aid::Microbiology::Systems::Urinary_Tract_Infections,1
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Anatomy_And_Physiology::Neurotransmitter_Changes_With_Disease,1
Mnemosyne::First_Aid::Reproductive::Embryology::Twin-Twin_Transfusion_Syndrome,1
Mnemosyne::First_Aid::Reproductive::Embryology::Twinning,1
Mnemosyne::First_Aid::Respiratory::Pathology::Sarcoidosis,1
Mnemosyne::First_Aid::Biochemistry::Metabolism::Electron_Transport_Chain_And_Oxidative_Phosphorylation,1
Mnemosyne::First_Aid::Pharmacology::Autonomic_Drugs::Muscarinic_Antagonists,1
"Mnemosyne::First_Aid::Microbiology::Antimicrobials::Oseltamivir,_Zanamivir",1
Mnemosyne::First_Aid::Biochemistry::Metabolism::Phenylketonuria,1
Mnemosyne::First_Aid::Microbiology::Antimicrobials::Antiviral_Therapy,1
Mnemosyne::First_Aid::Microbiology::Virology::Hepatitis_Serologic_Markers,1
Mnemosyne::First_Aid::Microbiology::Virology::Picornavirus,1
Mnemosyne::First_Aid::Psychiatry::Pharmacology::Atypical_Antidepressants,1
Mnemosyne::First_Aid::Pharmacology::Pharmacokinetics_And_Pharmacodynamics::Receptor_Binding,1
Mnemosyne::First_Aid::Cardiovascular::Pharmacology::Antiarrhythmics—β-Blockers_(Class_II),1
"Mnemosyne::First_Aid::Musculoskeletal,_Skin,_And_Connective_Tissue::Anatomy_And_Physiology::Actions_Of_Hip_Muscles",1
Mnemosyne::First_Aid::Hematology_And_Oncology::Pharmacology::Anticancer_Monoclonal_Antibodies,1
Mnemosyne::First_Aid::Public_Health_Sciences::Epidemiology_And_Biostatistics::Statistical_Versus_Clinical_Significance,1
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Ophthalmology::Retinal_Disorders,1
Mnemosyne::First_Aid::Reproductive::Pharmacology::Testosterone_And_Methyltestosterone,1
Mnemosyne::First_Aid::Hematology_And_Oncology::Pathology::Polycythemia,1
Mnemosyne::First_Aid::Endocrine::Pathology::Cushing_Syndrome,1
Mnemosyne::First_Aid::Biochemistry::Metabolism::Glycogen,1
Mnemosyne::First_Aid::Biochemistry::Metabolism::Cystinuria,1
Mnemosyne::First_Aid::Gastrointestinal::Pathology::Irritable_Bowel_Syndrome,1
Mnemosyne::First_Aid::Gastrointestinal::Pharmacology::Anticonstipation_Drugs,1
Mnemosyne::First_Aid::Pharmacology::Pharmacokinetics_And_Pharmacodynamics::Elimination_Of_Drugs,1
Mnemosyne::First_Aid::Biochemistry::Nutrition::Vitamin_B9,1
Mnemosyne::First_Aid::Reproductive::Anatomy::Pelvic_Organ_Prolapse,1
Mnemosyne::First_Aid::Reproductive::Pharmacology::Gonadotropin-Releasing_Hormone_Analogs,1
Mnemosyne::First_Aid::Respiratory::Physiology::Lung_And_Chest_Wall_Properties,1
Mnemosyne::First_Aid::Immunology::Lymphoid_Structures::Thymus,1
Mnemosyne::First_Aid::Immunology::Immune_Responses::Anergy,1
Mnemosyne::First_Aid::Respiratory::Physiology::Hypoxia_And_Hypoxemia,1
Mnemosyne::First_Aid::Respiratory::Physiology::Ventilation/Perfusion_Mismatch,1
Mnemosyne::First_Aid::Pharmacology::Pharmacokinetics_And_Pharmacodynamics::Efficacy_Versus_Potency,1
Mnemosyne::First_Aid::Hematology_And_Oncology::Pathology::Plasma_Cell_Dyscrasias,1
Mnemosyne::First_Aid::Cardiovascular::Pathology::Myocardial_Infarction_Complications,1
Mnemosyne::First_Aid::Biochemistry::Nutrition::Dietary_Supplementation,1
Mnemosyne::First_Aid::Gastrointestinal::Pathology::Autoimmune_Hepatitis,1
Mnemosyne::First_Aid::Pharmacology::Pharmacokinetics_And_Pharmacodynamics::Drug_Metabolism,1
Mnemosyne::First_Aid::Renal::Pathology::Nephritic_Syndrome,1
Mnemosyne::First_Aid::Hematology_And_Oncology::Pathology::Hodgkin_Lymphoma,1
Mnemosyne::First_Aid::Microbiology::Clinical_Bacteriology::Diagnosing_Syphilis,1
Mnemosyne::First_Aid::Renal::Pathology::Urothelial_Carcinoma_Of_The_Bladder,1
"Mnemosyne::First_Aid::Musculoskeletal,_Skin,_And_Connective_Tissue::Anatomy_And_Physiology::Bone_Formation",1
Mnemosyne::First_Aid::Psychiatry::Psychology::Classical_Conditioning,1
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Anatomy_And_Physiology::Peripheral_Nerve,1
"Mnemosyne::First_Aid::Hematology_And_Oncology::Pathology::Heme_Synthesis,_Porphyrias,_And_Lead_Poisoning",1
Mnemosyne::First_Aid::Microbiology::Antimicrobials::Chloroquine,1
Mnemosyne::First_Aid::Microbiology::Antimicrobials::Antimicrobial_Prophylaxis,1
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Embryology::Central_And_Peripheral_Nervous_Systems_Origins,1
Mnemosyne::First_Aid::Renal::Pharmacology::Angiotensin-Converting_Enzyme_Inhibitors,1
"Mnemosyne::First_Aid::Hematology_And_Oncology::Pathology::Normocytic,_Normochromic_Anemias",1
Mnemosyne::First_Aid::Microbiology::Clinical_Bacteriology::Gram-Negative_Lab_Algorithm,1
Mnemosyne::First_Aid::Respiratory::Anatomy::Lung_Anatomy,1
Mnemosyne::First_Aid::Microbiology::Parasitology::Ectoparasites,1
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Pharmacology::Anticonvulsants,1
Mnemosyne::First_Aid::Respiratory::Pathology::Sleep_Apnea,1
"Mnemosyne::First_Aid::Musculoskeletal,_Skin,_And_Connective_Tissue::Dermatology::Vascular_Tumors_Of_Skin",1
Mnemosyne::First_Aid::Hematology_And_Oncology::Pathology::Myeloproliferative_Neoplasms,1
Mnemosyne::First_Aid::Gastrointestinal::Physiology::Bile,1
Mnemosyne::First_Aid::Respiratory::Anatomy::Diaphragm_Structures,1
Mnemosyne::First_Aid::Cardiovascular::Embryology::Fetal_Circulation,1
Mnemosyne::First_Aid::Microbiology::Parasitology::Protozoa-Others,1
Mnemosyne::First_Aid::Immunology::Immune_Responses::Immunoglobulin_Isotypes,1
Mnemosyne::First_Aid::Biochemistry::Metabolism::Pyruvate_Metabolism,1
"Mnemosyne::First_Aid::Hematology_And_Oncology::Pathology::Nonhemolytic,_Normocytic_Anemias",1
Mnemosyne::First_Aid::Endocrine::Physiology::Growth_Hormone,1
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Anatomy_And_Physiology::Meninges,1
Mnemosyne::First_Aid::Biochemistry::Cellular::Proteasome,1
Mnemosyne::First_Aid::Cardiovascular::Physiology::Cardiac_And_Vascular_Function_Curves,1
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Pathology::Other_Demyelinating_And_Dysmyelinating_Disorders,1
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Pharmacology::Neurodegenerative_Disease_Therapy,1
Mnemosyne::First_Aid::Reproductive::Anatomy::Adnexal_Torsion,1
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Anatomy_And_Physiology::Neuron_Action_Potential,1
Mnemosyne::First_Aid::Gastrointestinal::Pathology::Hemochromatosis,1
Mnemosyne::First_Aid::Public_Health_Sciences::Epidemiology_And_Biostatistics::Kaplan-Meier_Curve,1
Mnemosyne::First_Aid::Cardiovascular::Pathology::Cardiomyopathies,1
Mnemosyne::First_Aid::Biochemistry::Metabolism::Glycogen_Regulation_By_Insulin_And_Glucagon/Epinephrine,1
Mnemosyne::First_Aid::Respiratory::Pharmacology::Dextromethorphan,1
Mnemosyne::First_Aid::Respiratory::Pathology::Pneumothorax,1
Mnemosyne::First_Aid::Pathology::Neoplasia::Oncogenic_Microbes,1
Mnemosyne::First_Aid::Microbiology::Clinical_Bacteriology::Helicobacter_Pylori,1
Mnemosyne::First_Aid::Cardiovascular::Pharmacology::Antianginal_Therapy,1
Mnemosyne::First_Aid::Endocrine::Pathology::Hypothyroidism,1
"Mnemosyne::First_Aid::Musculoskeletal,_Skin,_And_Connective_Tissue::Pathology::Sjögren_Syndrome",1
"Mnemosyne::First_Aid::Musculoskeletal,_Skin,_And_Connective_Tissue::Pathology::Polymyalgia_Rheumatica",1
Mnemosyne::First_Aid::Reproductive::Embryology::Placenta,1
Mnemosyne::First_Aid::Microbiology::Virology::Viral_Genomes,1
Mnemosyne::First_Aid::Microbiology::Clinical_Bacteriology::Clostridia,1
Mnemosyne::First_Aid::Respiratory::Pathology::Flow-Volume_Loops,1
Mnemosyne::First_Aid::Respiratory::Pathology::Idiopathic_Pulmonary_Fibrosis,1
Mnemosyne::First_Aid::Renal::Physiology::Potassium_Shifts,1
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Anatomy_And_Physiology::Cerebral_Perfusion,1
Mnemosyne::First_Aid::Psychiatry::Pathology::Mood_Disorder,1
Mnemosyne::First_Aid::Reproductive::Pathology::Ovarian_Cysts,1
Mnemosyne::First_Aid::Microbiology::Clinical_Bacteriology::Listeria_Monocytogenes,1
Mnemosyne::First_Aid::Gastrointestinal::Pathology::Serum_Markers_Of_Liver_Pathology,1
