Full_Tag,Yield_Count
Mnemosyne::First_Aid::Reproductive::Pathology::Placental_Disorders,5
Mnemosyne::First_Aid::Hematology_And_Oncology::Pharmacology::Key_Chemotoxicities,5
Mnemosyne::First_Aid::Microbiology::Parasitology::Nematodes_(Roundworms),5
Mnemosyne::First_Aid::Pharmacology::Pharmacokinetics_And_Pharmacodynamics::Elimination_Of_Drugs,5
Mnemosyne::First_Aid::Gastrointestinal::Physiology::Pancreatic_Secretions,5
Mnemosyne::First_Aid::Microbiology::Clinical_Bacteriology::Clostridia,5
Mnemosyne::First_Aid::Renal::Physiology::Glomerular_Filtration_Rate,5
Mnemosyne::First_Aid::Reproductive::Pathology::Prostatic_Adenocarcinoma,5
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Anatomy_And_Physiology::Sleep_Physiology,5
Mnemosyne::First_Aid::Biochemistry::Metabolism::Hyperammonemia,5
Mnemosyne::First_Aid::Cardiovascular::Pathology::Cardiac_Tamponade,5
"Mnemosyne::First_Aid::Biochemistry::Metabolism::Gluconeogenesis,_Irreversible_Enzymes",5
Mnemosyne::First_Aid::Psychiatry::Pathology::Substance_Use_Disorder,5
Mnemosyne::First_Aid::Pharmacology::Pharmacokinetics_And_Pharmacodynamics::Receptor_Binding,5
Mnemosyne::First_Aid::Endocrine::Pathology::Hypopituitarism,5
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Pathology::Neurodegenerative_Movement_Disorders,5
Mnemosyne::First_Aid::Hematology_And_Oncology::Anatomy::T_Cells,5
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Anatomy_And_Physiology::Neuron_Action_Potential,5
Mnemosyne::First_Aid::Psychiatry::Pathology::Childhood_And_Early-Onset_Disorders,5
Mnemosyne::First_Aid::Cardiovascular::Pharmacology::Antiarrhythmics—β-Blockers_(Class_II),5
Mnemosyne::First_Aid::Cardiovascular::Pathology::ECG_Localization_Of_STEMI,5
Mnemosyne::First_Aid::Cardiovascular::Pathology::Hyperlipidemia_Signs,5
Mnemosyne::First_Aid::Gastrointestinal::Physiology::Bilirubin,5
Mnemosyne::First_Aid::Cardiovascular::Physiology::Normal_Resting_Cardiac_Pressures,5
Mnemosyne::First_Aid::Reproductive::Pathology::Most_Common_Causes_Of_Anovulation,5
Mnemosyne::First_Aid::Microbiology::Systems::Bugs_Causing_Diarrhea,5
Mnemosyne::First_Aid::Pharmacology::Autonomic_Drugs::Physiologic_Effects_Of_Sympathomimetics,5
Mnemosyne::First_Aid::Cardiovascular::Physiology::Baroreceptors_And_Chemoreceptors,5
Mnemosyne::First_Aid::Gastrointestinal::Pathology::Colonic_Polyps,5
Mnemosyne::First_Aid::Biochemistry::Nutrition::Vitamins:_Fat_Soluble,5
Mnemosyne::First_Aid::Pathology::Cellular_Injury::Free_Radical_Injury,5
"Mnemosyne::First_Aid::Musculoskeletal,_Skin,_And_Connective_Tissue::Pharmacology::Aspirin",5
Mnemosyne::First_Aid::Cardiovascular::Pathology::Evolution_Of_Myocardial_Infarction,5
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Anatomy_And_Physiology::Homunculus,4
Mnemosyne::First_Aid::Renal::Pharmacology::Thiazide_Diuretics,4
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Anatomy_And_Physiology::Cerebral_Arteries—Cortical_Distribution,4
Mnemosyne::First_Aid::Microbiology::Clinical_Bacteriology::Rickettsial_Diseases_And_Vector-Borne_Illnesses,4
Mnemosyne::First_Aid::Pharmacology::Toxicities_And_Side_Effects::Specific_Toxicity_Treatments,4
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Anatomy_And_Physiology::Limbic_System,4
Mnemosyne::First_Aid::Endocrine::Physiology::Glucagon,4
Mnemosyne::First_Aid::Immunology::Lymphoid_Structures::Spleen,4
Mnemosyne::First_Aid::Biochemistry::Cellular::Microtubule,4
Mnemosyne::First_Aid::Microbiology::Clinical_Bacteriology::Syphilis,4
Mnemosyne::First_Aid::Pathology::Inflammation::Acute_Phase_Reactants,4
Mnemosyne::First_Aid::Microbiology::Clinical_Bacteriology::Enterococci,4
"Mnemosyne::First_Aid::Musculoskeletal,_Skin,_And_Connective_Tissue::Dermatology::Cutaneous_Mycoses",4
Mnemosyne::First_Aid::Cardiovascular::Physiology::Autoregulation,4
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Pathology::Headaches,4
"Mnemosyne::First_Aid::Biochemistry::Metabolism::Glycolysis_Regulation,_Key_Enzymes",4
Mnemosyne::First_Aid::Hematology_And_Oncology::Pharmacology::Antimetabolites,4
"Mnemosyne::First_Aid::Musculoskeletal,_Skin,_And_Connective_Tissue::Pathology::Childhood_Musculoskeletal_Conditions",4
Mnemosyne::First_Aid::Endocrine::Physiology::Growth_Hormone,4
Mnemosyne::First_Aid::Biochemistry::Molecular::Posttranslational_Modifications,4
Mnemosyne::First_Aid::Biochemistry::Metabolism::Lysosomal_Storage_Diseases,4
Mnemosyne::First_Aid::Psychiatry::Pharmacology::Antipsychotics,4
Mnemosyne::First_Aid::Biochemistry::Genetics::Autosomal_Trisomies,4
Mnemosyne::First_Aid::Gastrointestinal::Pharmacology::Proton_Pump_Inhibitors,4
Mnemosyne::First_Aid::Hematology_And_Oncology::Pathology::Myeloproliferative_Neoplasms,4
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Anatomy_And_Physiology::Schwann_Cells,4
Mnemosyne::First_Aid::Microbiology::Basic_Bacteriology::Bacterial_Virulence_Factors,4
Mnemosyne::First_Aid::Public_Health_Sciences::Ethics::Decision-Making_Capacity,4
Mnemosyne::First_Aid::Reproductive::Physiology::Ovulation,4
Mnemosyne::First_Aid::Reproductive::Pharmacology::Selective_Estrogen_Receptor_Modulators,4
Mnemosyne::First_Aid::Psychiatry::Pathology::Anxiety_Disorders,4
Mnemosyne::First_Aid::Endocrine::Pathology::Syndrome_Of_Inappropriate_Antidiuretic_Hormone_Secretion,4
Mnemosyne::First_Aid::Biochemistry::Nutrition::Vitamin_E,4
Mnemosyne::First_Aid::Biochemistry::Molecular::De_Novo_Pyrimidine_And_Purine_Synthesis,4
Mnemosyne::First_Aid::Microbiology::Clinical_Bacteriology::Staphylococcus_Aureus,4
Mnemosyne::First_Aid::Pathology::Inflammation::Leukocyte_Extravasation,4
Mnemosyne::First_Aid::Respiratory::Physiology::Alveolar_Gas_Equation,4
Mnemosyne::First_Aid::Psychiatry::Pathology::Transtheoretical_Model_Of_Change,4
Mnemosyne::First_Aid::Hematology_And_Oncology::Pathology::Leukopenias,4
Mnemosyne::First_Aid::Microbiology::Antimicrobials::Tetracyclines,4
Mnemosyne::First_Aid::Renal::Pathology::Renal_Cyst_Disorders,4
Mnemosyne::First_Aid::Pharmacology::Toxicities_And_Side_Effects::Drug_Reactions—Multiorgan,4
Mnemosyne::First_Aid::Biochemistry::Nutrition::Vitamin_C,4
Mnemosyne::First_Aid::Cardiovascular::Pathology::Infective_Endocarditis,4
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Pathology::Common_Cranial_Nerve_Lesions,4
Mnemosyne::First_Aid::Pharmacology::Autonomic_Drugs::Tissue_Distribution_Of_Adrenergic_Receptors,4
Mnemosyne::First_Aid::Microbiology::Clinical_Bacteriology::Vibrio_Cholerae,4
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Anatomy_And_Physiology::Cerebellum,4
"Mnemosyne::First_Aid::Musculoskeletal,_Skin,_And_Connective_Tissue::Pharmacology::Acetaminophen",4
Mnemosyne::First_Aid::Respiratory::Pathology::Physical_Findings_In_Select_Lung_Diseases,4
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Pathology::Intracranial_Hemorrhage,4
Mnemosyne::First_Aid::Microbiology::Antimicrobials::Aminoglycosides,4
Mnemosyne::First_Aid::Cardiovascular::Pathology::Diagnosis_Of_Myocardial_Infarction,4
"Mnemosyne::First_Aid::Musculoskeletal,_Skin,_And_Connective_Tissue::Pathology::Polymyositis/Dermatomyositis",4
"Mnemosyne::First_Aid::Musculoskeletal,_Skin,_And_Connective_Tissue::Dermatology::Epithelial_Cell_Junctions",4
Mnemosyne::First_Aid::Reproductive::Pathology::Varicocele,4
Mnemosyne::First_Aid::Respiratory::Physiology::Hypoxia_And_Hypoxemia,4
Mnemosyne::First_Aid::Renal::Pathology::Acute_Cystitis,4
Mnemosyne::First_Aid::Cardiovascular::Pathology::Aortic_Aneurysm,4
Mnemosyne::First_Aid::Cardiovascular::Pharmacology::Hypertension_Treatment,4
Mnemosyne::First_Aid::Psychiatry::Pathology::Somatic_Symptom_And_Related_Disorders,4
Mnemosyne::First_Aid::Hematology_And_Oncology::Physiology::Coagulation_And_Kinin_Pathways,4
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Pathology::Aphasia,4
"Mnemosyne::First_Aid::Musculoskeletal,_Skin,_And_Connective_Tissue::Pathology::Osteitis_Deformans",4
Mnemosyne::First_Aid::Hematology_And_Oncology::Anatomy::Eosinophils,4
"Mnemosyne::First_Aid::Musculoskeletal,_Skin,_And_Connective_Tissue::Anatomy_And_Physiology::Signs_Of_Lumbosacral_Radiculopathy",4
Mnemosyne::First_Aid::Hematology_And_Oncology::Pathology::RBC_Morphology,4
Mnemosyne::First_Aid::Respiratory::Physiology::Ventilation/Perfusion_Mismatch,4
Mnemosyne::First_Aid::Hematology_And_Oncology::Anatomy::Hematopoiesis,4
Mnemosyne::First_Aid::Hematology_And_Oncology::Embryology::Hemolytic_Disease_Of_The_Fetus_And_Newborn,4
Mnemosyne::First_Aid::Pathology::Cellular_Injury::Cellular_Adaptations,4
Mnemosyne::First_Aid::Gastrointestinal::Pathology::Volvulus,4
"Mnemosyne::First_Aid::Musculoskeletal,_Skin,_And_Connective_Tissue::Pathology::Wrist_And_Hand_Injuries",4
Mnemosyne::First_Aid::Microbiology::Clinical_Bacteriology::Mycobacteria,4
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Pathology::Common_Brain_Lesions,4
Mnemosyne::First_Aid::Hematology_And_Oncology::Anatomy::Macrophages,4
Mnemosyne::First_Aid::Cardiovascular::Pathology::Myocardial_Infarction_Complications,4
Mnemosyne::First_Aid::Pharmacology::Toxicities_And_Side_Effects::Drug_Reactions—Endocrine/Reproductive,4
Mnemosyne::First_Aid::Biochemistry::Nutrition::Vitamin_B9,4
Mnemosyne::First_Aid::Renal::Physiology::Renal_Tubular_Defects,4
Mnemosyne::First_Aid::Endocrine::Pharmacology::Diabetes_Mellitus_Therapy,4
Mnemosyne::First_Aid::Biochemistry::Molecular::RNA_Polymerases,4
Mnemosyne::First_Aid::Endocrine::Anatomy::Adrenal_Cortex_And_Medulla,4
Mnemosyne::First_Aid::Pathology::Inflammation::Inflammation,4
Mnemosyne::First_Aid::Pathology::Inflammation::Erythrocyte_Sedimentation_Rate,4
"Mnemosyne::First_Aid::Musculoskeletal,_Skin,_And_Connective_Tissue::Dermatology::Skin_Infections",4
Mnemosyne::First_Aid::Reproductive::Pathology::Hydatidiform_Mole,4
Mnemosyne::First_Aid::Biochemistry::Molecular::DNA_Repair,4
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Pharmacology::General_Anesthetics,4
Mnemosyne::First_Aid::Cardiovascular::Pathology::Narrow_Complex_Tachycardias,4
Mnemosyne::First_Aid::Biochemistry::Metabolism::Phenylketonuria,4
Mnemosyne::First_Aid::Renal::Pathology::Renal_Cell_Carcinoma,4
Mnemosyne::First_Aid::Gastrointestinal::Anatomy::Pectinate_Line,4
Mnemosyne::First_Aid::Psychiatry::Pathology::Bipolar_Disorder,4
Mnemosyne::First_Aid::Respiratory::Physiology::Oxygen_Content_Of_Blood,4
Mnemosyne::First_Aid::Reproductive::Physiology::Oogenesis,3
Mnemosyne::First_Aid::Microbiology::Antimicrobials::Chloroquine,3
Mnemosyne::First_Aid::Reproductive::Pathology::Breast_Pathology,3
Mnemosyne::First_Aid::Reproductive::Pharmacology::Control_Of_Reproductive_Hormones,3
Mnemosyne::First_Aid::Respiratory::Physiology::Pulmonary_Circulation,3
Mnemosyne::First_Aid::Microbiology::Systems::Bugs_Causing_Food-Borne_Illness,3
Mnemosyne::First_Aid::Gastrointestinal::Anatomy::Inguinal_Canal,3
Mnemosyne::First_Aid::Biochemistry::Cellular::Rough_Endoplasmic_Reticulum,3
Mnemosyne::First_Aid::Hematology_And_Oncology::Pathology::Chromosomal_Translocations,3
Mnemosyne::First_Aid::Gastrointestinal::Pathology::Esophageal_Cancer,3
"Mnemosyne::First_Aid::Musculoskeletal,_Skin,_And_Connective_Tissue::Pathology::Septic_Arthritis",3
Mnemosyne::First_Aid::Biochemistry::Molecular::Splicing_Of_Pre-mRNA,3
Mnemosyne::First_Aid::Biochemistry::Metabolism::Enzyme_Terminology,3
Mnemosyne::First_Aid::Microbiology::Systems::Cerebrospinal_Fluid_Findings_In_Meningitis,3
Mnemosyne::First_Aid::Microbiology::Parasitology::Ectoparasites,3
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Anatomy_And_Physiology::Ventricular_System,3
Mnemosyne::First_Aid::Reproductive::Embryology::Embryologic_Derivatives,3
Mnemosyne::First_Aid::Biochemistry::Metabolism::Glycogen_Storage_Diseases,3
Mnemosyne::First_Aid::Microbiology::Basic_Bacteriology::Catalase-Positive_Organisms,3
Mnemosyne::First_Aid::Endocrine::Physiology::Prolactin,3
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Anatomy_And_Physiology::Cerebral_Perfusion,3
Mnemosyne::First_Aid::Endocrine::Pathology::Primary_Polydipsia_And_Diabetes_Insipidus,3
Mnemosyne::First_Aid::Public_Health_Sciences::Communication_Skills::Cultural_Formulation_Interview,3
Mnemosyne::First_Aid::Gastrointestinal::Pathology::Benign_Neonatal_Hyperbilirubinemia,3
Mnemosyne::First_Aid::Gastrointestinal::Pharmacology::Acid_Suppression_Therapy,3
Mnemosyne::First_Aid::Gastrointestinal::Pathology::Oral_Pathologies,3
Mnemosyne::First_Aid::Biochemistry::Genetics::Genetic_Disorders_By_Chromosome,3
Mnemosyne::First_Aid::Endocrine::Pathology::Zollinger-Ellison_Syndrome,3
Mnemosyne::First_Aid::Pathology::Neoplasia::Carcinogens,3
Mnemosyne::First_Aid::Hematology_And_Oncology::Pharmacology::Antitumor_Antibiotics,3
Mnemosyne::First_Aid::Gastrointestinal::Embryology::Normal_Gastrointestinal_Embryology,3
Mnemosyne::First_Aid::Biochemistry::Nutrition::Vitamin_B1,3
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Pathology::Childhood_Primary_Brain_Tumors,3
Mnemosyne::First_Aid::Microbiology::Antimicrobials::Antifungal_Therapy,3
"Mnemosyne::First_Aid::Musculoskeletal,_Skin,_And_Connective_Tissue::Anatomy_And_Physiology::Distortions_Of_The_Hand",3
"Mnemosyne::First_Aid::Musculoskeletal,_Skin,_And_Connective_Tissue::Anatomy_And_Physiology::Brachial_Plexus_Lesions",3
Mnemosyne::First_Aid::Hematology_And_Oncology::Anatomy::Thrombocytes_(Platelets),3
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Pathology::Other_Demyelinating_And_Dysmyelinating_Disorders,3
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Pharmacology::Malignant_Hyperthermia,3
"Mnemosyne::First_Aid::Musculoskeletal,_Skin,_And_Connective_Tissue::Pharmacology::TNF-α_Inhibitors",3
Mnemosyne::First_Aid::Cardiovascular::Pathology::Cardiac_Tumors,3
Mnemosyne::First_Aid::Immunology::Cellular_Components::Differentiation_Of_T_Cells,3
Mnemosyne::First_Aid::Hematology_And_Oncology::Pharmacology::Anticancer_Monoclonal_Antibodies,3
Mnemosyne::First_Aid::Biochemistry::Molecular::Purine_Salvage_Deficiencies,3
Mnemosyne::First_Aid::Microbiology::Antimicrobials::Fluoroquinolones,3
Mnemosyne::First_Aid::Microbiology::Parasitology::Protozoa-CNS_Infections,3
Mnemosyne::First_Aid::Pharmacology::Pharmacokinetics_And_Pharmacodynamics::Enzyme_Kinetics,3
Mnemosyne::First_Aid::Respiratory::Pathology::Rhinosinusitis,3
Mnemosyne::First_Aid::Renal::Pharmacology::Loop_Diuretics,3
Mnemosyne::First_Aid::Biochemistry::Cellular::Peroxisome,3
Mnemosyne::First_Aid::Microbiology::Antimicrobials::Antimicrobials_To_Avoid_In_Pregnancy,3
Mnemosyne::First_Aid::Biochemistry::Metabolism::Rate-Determining_Enzymes_Of_Metabolic_Processes,3
Mnemosyne::First_Aid::Pharmacology::Toxicities_And_Side_Effects::Drug_Reactions—Musculoskeletal/Skin/Connective_Tissue,3
Mnemosyne::First_Aid::Hematology_And_Oncology::Pathology::Interpretation_Of_Iron_Studies,3
Mnemosyne::First_Aid::Biochemistry::Molecular::tRNA,3
"Mnemosyne::First_Aid::Microbiology::Antimicrobials::Acyclovir,_Famciclovir,_Valacyclovir",3
Mnemosyne::First_Aid::Gastrointestinal::Pathology::Inflammatory_Bowel_Diseases,3
Mnemosyne::First_Aid::Cardiovascular::Pathology::Acute_Coronary_Syndrome_Treatments,3
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Pathology::Neurocutaneous_Disorders,3
Mnemosyne::First_Aid::Endocrine::Pathology::Pancreatic_Islet_Cell_Tumors,3
Mnemosyne::First_Aid::Renal::Pharmacology::Diuretics:_Electrolyte_Changes,3
Mnemosyne::First_Aid::Gastrointestinal::Pharmacology::H2-Blockers,3
Mnemosyne::First_Aid::Biochemistry::Metabolism::Ketone_Bodies,3
Mnemosyne::First_Aid::Psychiatry::Pathology::Factitious_Disorders,3
Mnemosyne::First_Aid::Public_Health_Sciences::Ethics::Surrogate_Decision-Maker,3
Mnemosyne::First_Aid::Hematology_And_Oncology::Pathology::Blood_Transfusion_Therapy,3
"Mnemosyne::First_Aid::Musculoskeletal,_Skin,_And_Connective_Tissue::Pharmacology::Bisphosphonates",3
Mnemosyne::First_Aid::Respiratory::Pathology::Pulmonary_Emboli,3
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Anatomy_And_Physiology::Basal_Ganglia,3
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Pharmacology::Anticonvulsants,3
Mnemosyne::First_Aid::Microbiology::Systems::TORCH_Infections,3
Mnemosyne::First_Aid::Gastrointestinal::Physiology::Bile,3
Mnemosyne::First_Aid::Microbiology::Clinical_Bacteriology::Pseudomonas_Aeruginosa,3
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Anatomy_And_Physiology::Hypothalamus,3
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Anatomy_And_Physiology::Neurotransmitter_Changes_With_Disease,3
Mnemosyne::First_Aid::Microbiology::Clinical_Bacteriology::Lyme_Disease,3
Mnemosyne::First_Aid::Biochemistry::Cellular::Osteogenesis_Imperfecta,3
Mnemosyne::First_Aid::Endocrine::Pathology::Pheochromocytoma,3
Mnemosyne::First_Aid::Reproductive::Pathology::Extragonadal_Germ_Cell_Tumors,3
Mnemosyne::First_Aid::Pharmacology::Toxicities_And_Side_Effects::Drug_Reactions—Cardiovascular,3
Mnemosyne::First_Aid::Reproductive::Embryology::Early_Embryonic_Development,3
Mnemosyne::First_Aid::Reproductive::Pathology::Testicular_Tumors,3
Mnemosyne::First_Aid::Gastrointestinal::Pathology::Diverticula_Of_The_GI_Tract,3
Mnemosyne::First_Aid::Pharmacology::Toxicities_And_Side_Effects::Drug_Reactions—Gastrointestinal,3
Mnemosyne::First_Aid::Biochemistry::Metabolism::Homocystinuria,3
Mnemosyne::First_Aid::Endocrine::Pathology::Hypoparathyroidism,3
Mnemosyne::First_Aid::Microbiology::Clinical_Bacteriology::Chlamydia_Trachomatis_Serotypes,3
Mnemosyne::First_Aid::Reproductive::Embryology::Pharyngeal_Pouch_Derivatives,3
Mnemosyne::First_Aid::Renal::Pathology::Renal_Osteodystrophy,3
Mnemosyne::First_Aid::Pathology::Neoplasia::Neoplasia_And_Neoplastic_Progression,3
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Pharmacology::Neurodegenerative_Disease_Therapy,3
Mnemosyne::First_Aid::Respiratory::Anatomy::Lung_Anatomy,3
Mnemosyne::First_Aid::Gastrointestinal::Pathology::Hemochromatosis,3
Mnemosyne::First_Aid::Reproductive::Pathology::Polycystic_Ovarian_Syndrome,3
Mnemosyne::First_Aid::Pathology::Cellular_Injury::Amyloidosis,3
Mnemosyne::First_Aid::Pathology::Neoplasia::Oncogenic_Microbes,3
Mnemosyne::First_Aid::Microbiology::Antimicrobials::Antiprotozoal_Therapy,3
Mnemosyne::First_Aid::Respiratory::Pathology::Sleep_Apnea,3
Mnemosyne::First_Aid::Microbiology::Parasitology::Trematodes_(Flukes),3
Mnemosyne::First_Aid::Biochemistry::Nutrition::Protein-Energy_Malnutrition,3
Mnemosyne::First_Aid::Biochemistry::Genetics::Fragile_X_Syndrome,3
Mnemosyne::First_Aid::Biochemistry::Nutrition::Vitamin_A,3
"Mnemosyne::First_Aid::Musculoskeletal,_Skin,_And_Connective_Tissue::Dermatology::Autoimmune_Blistering_Skin_Disorders",3
"Mnemosyne::First_Aid::Hematology_And_Oncology::Pathology::Heme_Synthesis,_Porphyrias,_And_Lead_Poisoning",3
Mnemosyne::First_Aid::Immunology::Cellular_Components::Functions_Of_Natural_Killer_Cells,3
Mnemosyne::First_Aid::Biochemistry::Cellular::Proteasome,3
Mnemosyne::First_Aid::Gastrointestinal::Pathology::Gastritis,3
Mnemosyne::First_Aid::Pharmacology::Pharmacokinetics_And_Pharmacodynamics::Drug_Effect_Modifications,3
Mnemosyne::First_Aid::Psychiatry::Pathology::Delirium,3
Mnemosyne::First_Aid::Microbiology::Systems::Red_Rashes_Of_Childhood,3
Mnemosyne::First_Aid::Gastrointestinal::Physiology::Gastrointestinal_Secretory_Products,3
Mnemosyne::First_Aid::Endocrine::Pathology::Carcinoid_Tumors,3
Mnemosyne::First_Aid::Gastrointestinal::Pathology::Polyposis_Syndromes,3
"Mnemosyne::First_Aid::Musculoskeletal,_Skin,_And_Connective_Tissue::Dermatology::Skin_Layers",3
Mnemosyne::First_Aid::Cardiovascular::Embryology::Fetal-Postnatal_Derivatives,3
Mnemosyne::First_Aid::Reproductive::Embryology::Placenta,3
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Ophthalmology::Retinal_Disorders,3
"Mnemosyne::First_Aid::Musculoskeletal,_Skin,_And_Connective_Tissue::Pathology::Antiphospholipid_Syndrome",3
Mnemosyne::First_Aid::Immunology::Cellular_Components::Macrophage-Lymphocyte_Interaction,3
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Anatomy_And_Physiology::Myelin,3
Mnemosyne::First_Aid::Hematology_And_Oncology::Pharmacology::Cancer_Therapy—Targets,3
"Mnemosyne::First_Aid::Musculoskeletal,_Skin,_And_Connective_Tissue::Anatomy_And_Physiology::Vascular_Smooth_Muscle_Contraction_And_Relaxation",3
Mnemosyne::First_Aid::Reproductive::Pharmacology::Testosterone_And_Methyltestosterone,3
Mnemosyne::First_Aid::Immunology::Immunosuppressants::Immunosuppressants,3
Mnemosyne::First_Aid::Biochemistry::Metabolism::Metabolism_Sites,3
Mnemosyne::First_Aid::Hematology_And_Oncology::Pharmacology::Antiplatelets,3
Mnemosyne::First_Aid::Microbiology::Antimicrobials::Antihelminthic_Therapy,3
Mnemosyne::First_Aid::Microbiology::Clinical_Bacteriology::Spirochetes,3
Mnemosyne::First_Aid::Cardiovascular::Physiology::B-Type_(Brain)_Natriuretic_Peptide,3
Mnemosyne::First_Aid::Pharmacology::Toxicities_And_Side_Effects::Cytochrome_P-450_Interactions_(Selected),3
Mnemosyne::First_Aid::Gastrointestinal::Anatomy::Retroperitoneal_Structures,3
Mnemosyne::First_Aid::Reproductive::Pathology::Functional_Hypothalamic_Amenorrhea,3
Mnemosyne::First_Aid::Renal::Embryology::Vesicoureteral_Reflux,3
"Mnemosyne::First_Aid::Musculoskeletal,_Skin,_And_Connective_Tissue::Anatomy_And_Physiology::Types_Of_Skeletal_Muscle_Fibers",3
Mnemosyne::First_Aid::Endocrine::Physiology::Appetite_Regulation,3
Mnemosyne::First_Aid::Reproductive::Embryology::Pharyngeal_Arch_Derivatives,3
Mnemosyne::First_Aid::Cardiovascular::Physiology::Pacemaker_Action_Potential,3
Mnemosyne::First_Aid::Immunology::Cellular_Components::Major_Functions_Of_B_And_T_Cells,3
Mnemosyne::First_Aid::Psychiatry::Psychology::Normal_Infant_And_Child_Development,3
Mnemosyne::First_Aid::Gastrointestinal::Anatomy::Liver_Tissue_Architecture,3
Mnemosyne::First_Aid::Hematology_And_Oncology::Pharmacology::Microtubule_Inhibitors,3
Mnemosyne::First_Aid::Hematology_And_Oncology::Pharmacology::Cancer_Therapy—Cell_Cycle,3
Mnemosyne::First_Aid::Reproductive::Physiology::Menopause,3
Mnemosyne::First_Aid::Cardiovascular::Physiology::Splitting_Of_S2,3
Mnemosyne::First_Aid::Microbiology::Virology::Influenza_Viruses,3
Mnemosyne::First_Aid::Microbiology::Parasitology::Protozoa-Others,3
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Anatomy_And_Physiology::Spinal_Nerves,3
Mnemosyne::First_Aid::Pharmacology::Autonomic_Drugs::Phosphodiesterase_Inhibitors,3
Mnemosyne::First_Aid::Gastrointestinal::Anatomy::Celiac_Trunk,3
Mnemosyne::First_Aid::Public_Health_Sciences::Ethics::Confidentiality,3
Mnemosyne::First_Aid::Renal::Anatomy::Course_Of_Ureters,3
Mnemosyne::First_Aid::Psychiatry::Pharmacology::Antidepressants,3
Mnemosyne::First_Aid::Cardiovascular::Pharmacology::Antianginal_Therapy,3
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Pathology::Idiopathic_Intracranial_Hypertension,2
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Embryology::Central_And_Peripheral_Nervous_Systems_Origins,2
Mnemosyne::First_Aid::Hematology_And_Oncology::Pathology::Myelodysplastic_Syndromes,2
Mnemosyne::First_Aid::Endocrine::Pathology::Type_1_Versus_Type_2_Diabetes_Mellitus,2
Mnemosyne::First_Aid::Respiratory::Pharmacology::Dextromethorphan,2
Mnemosyne::First_Aid::Biochemistry::Molecular::Chaperone_Protein,2
Mnemosyne::First_Aid::Microbiology::Virology::Prions,2
Mnemosyne::First_Aid::Hematology_And_Oncology::Pharmacology::Heparin,2
Mnemosyne::First_Aid::Microbiology::Clinical_Bacteriology::Helicobacter_Pylori,2
Mnemosyne::First_Aid::Respiratory::Physiology::Oxyhemoglobin_Dissociation_Curve,2
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Otology::Diagnosing_Hearing_Loss,2
Mnemosyne::First_Aid::Respiratory::Physiology::Hemoglobin,2
Mnemosyne::First_Aid::Gastrointestinal::Anatomy::Gastrointestinal_Blood_Supply_And_Innervation,2
Mnemosyne::First_Aid::Cardiovascular::Pathology::Myocarditis,2
Mnemosyne::First_Aid::Biochemistry::Nutrition::Vitamins:_Water_Soluble,2
Mnemosyne::First_Aid::Hematology_And_Oncology::Anatomy::Lymphocytes,2
Mnemosyne::First_Aid::Biochemistry::Metabolism::Lipid_Transport,2
Mnemosyne::First_Aid::Biochemistry::Metabolism::Summary_Of_Pathways,2
Mnemosyne::First_Aid::Endocrine::Anatomy::Pituitary_Gland,2
Mnemosyne::First_Aid::Microbiology::Parasitology::Parasite_Hints,2
Mnemosyne::First_Aid::Reproductive::Embryology::Amniotic_Fluid,2
Mnemosyne::First_Aid::Neurology_And_Special_Senses::Embryology::Neural_Tube_Defects,2
Mnemosyne::First_Aid::Respiratory::Pharmacology::Pulmonary_Hypertension_Drugs,2
Mnemosyne::First_Aid::Renal::Embryology::Kidney_Embryology,2
Mnemosyne::First_Aid::Pharmacology::Pharmacokinetics_And_Pharmacodynamics::Efficacy_Versus_Potency,2
